id,country,iso3,gwno,year,geo_id,geolocation,level,adm1,adm2,adm3,location,historical,hist_country,disastertype,disasterno,Latitude,Longitude
4470,Nepal,NPL,790,2011,14393,Taplejung,3,East,Mechi,Taplejung,Taplejung,0,NA,earthquake,2011-0351,27.58005501,87.82388638
4470,Nepal,NPL,790,2011,14397,Terhathum,3,East,Koshi,Terhathum,Terhathum,0,NA,earthquake,2011-0351,27.15437248,87.55107653
4470,Nepal,NPL,790,2011,14402,Udayapur,3,East,Sagarmatha,Udayapur,Udayapur,0,NA,earthquake,2011-0351,26.90192818,86.68457262
4478,Nepal,NPL,790,2015,14159,Dhading,3,Central,Bagmati,Dhading,Dhading,0,NA,earthquake,2015-0144,27.94894272,84.95825539
4478,Nepal,NPL,790,2015,14171,Dolakha,3,Central,Janakpur,Dolakha,Dolakha,0,NA,earthquake,2015-0144,27.78583782,86.20023138
4478,Nepal,NPL,790,2015,14234,Kathmandu,3,Central,Bagmati,Kathmandu,Kathmandu,0,NA,earthquake,2015-0144,27.72700863,85.34688669
4478,Nepal,NPL,790,2015,14236,Kavrepalanchok,3,Central,Bagmati,Kavrepalanchok,Kavre,0,NA,earthquake,2015-0144,27.53579501,85.62143163
4478,Nepal,NPL,790,2015,14242,Lalitpur,3,Central,Bagmati,Lalitpur,Lalitpur,0,NA,earthquake,2015-0144,27.53712611,85.34406563
4478,Nepal,NPL,790,2015,14285,Nuwakot,3,Central,Bagmati,Nuwakot,Nuwakot,0,NA,earthquake,2015-0144,27.91433609,85.23506275
4478,Nepal,NPL,790,2015,14308,Ramechhap,3,Central,Janakpur,Ramechhap,Ramechhap,0,NA,earthquake,2015-0144,27.51252127,86.17961506
4478,Nepal,NPL,790,2015,14315,Rasuwa,3,Central,Bagmati,Rasuwa,Rasuwa,0,NA,earthquake,2015-0144,28.18475101,85.41610352
4478,Nepal,NPL,790,2015,14358,Sindhupalchok,3,Central,Bagmati,Sindhupalchok,Sindhupalchowk,0,NA,earthquake,2015-0144,27.91463216,85.74159439
4479,Nepal,NPL,790,2015,14359,Sindhupalchok,3,Central,Bagmati,Sindhupalchok,Sindhupalchowk,0,NA,earthquake,2015-0175,27.91463216,85.74159439
4715,Pakistan,PAK,770,2001,15108,Mithi,3,Sind,Mirpur Khas,Mithi,Mithi,0,NA,earthquake,2001-0033,24.784189,70.19422706
4729,Pakistan,PAK,770,2004,14980,Battagram,3,N.W.F.P.,Hazara,Battagram,Batagram,0,NA,earthquake,2004-0054,34.80745965,73.14966088
4729,Pakistan,PAK,770,2004,15076,Kohistan,3,N.W.F.P.,Hazara,Kohistan,Kohistan,0,NA,earthquake,2004-0054,35.34881332,73.18817119
4729,Pakistan,PAK,770,2004,15097,Mansehra,3,N.W.F.P.,Hazara,Mansehra,Mansehra,0,NA,earthquake,2004-0054,34.7009732,73.41137116
4736,Pakistan,PAK,770,2005,14929,Abbottabad,3,N.W.F.P.,Hazara,Abbottabad,Abbottabad Tehsil,0,NA,earthquake,2005-0575,34.12132065,73.25301763
4736,Pakistan,PAK,770,2005,14982,Battagram,3,N.W.F.P.,Hazara,Battagram,Allai,0,NA,earthquake,2005-0575,34.80745965,73.14966088
4736,Pakistan,PAK,770,2005,15077,Kohistan,3,N.W.F.P.,Hazara,Kohistan,Kohistan district,0,NA,earthquake,2005-0575,35.34881332,73.18817119
4769,Pakistan,PAK,770,2013,14932,Awaran,3,Baluchistan,Kalat,Awaran,Awaran,0,NA,earthquake,2013-0381,26.2668239,65.36172789
4769,Pakistan,PAK,770,2013,15023,Gwadar,3,Baluchistan,Makran,Gwadar,Gwadar,0,NA,earthquake,2013-0381,25.41622635,63.167094
4769,Pakistan,PAK,770,2013,15063,Kech,3,Baluchistan,Makran,Kech,Kech,0,NA,earthquake,2013-0381,26.01734455,63.07480738
4769,Pakistan,PAK,770,2013,15072,Khuzdar,3,Baluchistan,Kalat,Khuzdar,Khuzdar,0,NA,earthquake,2013-0381,27.49908033,66.70188635
4769,Pakistan,PAK,770,2013,15149,Panjgur,3,Baluchistan,Makran,Panjgur,Panjgur,0,NA,earthquake,2013-0381,26.74728565,64.18793605
1115,Chile,CHL,155,2005,3694,Colchane,3,Tarapaca,Iquique,Colchane,Colchane,0,NA,earthquake,2005-0321,-19.30180115,-68.81594861
3468,Italy,ITA,325,2002,10396,Catania,3,Sicily,Catania,Catania,Catania,0,NA,earthquake,2002-0680,37.44306509,15.03625581
3468,Italy,ITA,325,2002,10426,Giarre,3,Sicily,Catania,Giarre,Giarre,0,NA,earthquake,2002-0680,37.71976193,15.1688887
3468,Italy,ITA,325,2002,10497,Santa Venerina,3,Sicily,Catania,Santa Venerina,Santa Venerina,0,NA,earthquake,2002-0680,37.68461043,15.14278779
3468,Italy,ITA,325,2002,10560,Zafferana Etnea,3,Sicily,Catania,Zafferana Etnea,Zafferana Etnea,0,NA,earthquake,2002-0680,37.71079934,15.06350598
3479,Italy,ITA,325,2009,10410,Fossa,3,Abruzzo,L'Aquila,Fossa,Fossa,0,NA,earthquake,2009-0136,42.3043236,13.49441292
3479,Italy,ITA,325,2009,10451,Massa D' Albe,3,Abruzzo,L'Aquila,Massa D' Albe,Massa d'Albe,0,NA,earthquake,2009-0136,42.12189749,13.42346092
3479,Italy,ITA,325,2009,10485,Poggio Picenze,3,Abruzzo,L'Aquila,Poggio Picenze,Poggio Picenze,0,NA,earthquake,2009-0136,42.31824455,13.54193551
3479,Italy,ITA,325,2009,10559,Villa Sant' Angelo,3,Abruzzo,L'Aquila,Villa Sant' Angelo,Villa San't Angelo,0,NA,earthquake,2009-0136,42.26642005,13.5366084
3485,Italy,ITA,325,2012,10407,Finale Emilia,3,Emilia-Romagna,Modena,Finale Emilia,Finale Emilia,0,NA,earthquake,2012-0142,44.85031444,11.26754673
3485,Italy,ITA,325,2012,10459,Mirandola,3,Emilia-Romagna,Modena,Mirandola,Mirandola,0,NA,earthquake,2012-0142,44.90819352,11.12550806
4736,Pakistan,PAK,770,2005,15147,Mansehra,3,N.W.F.P.,Hazara,Mansehra,Oghi,0,NA,earthquake,2005-0575,34.70139943,73.41185282
02-216,Greece,GRC,350,2017,31273,Chios,3,Aegean,North Aegean,Chios, Chios,0,NA,earthquake,2017-0182,38.40162418,26.01645711
02-216,Greece,GRC,350,2017,31274,Lesbos,3,Aegean,North Aegean,Lesbos, Skala,0,NA,earthquake,2017-0182,39.16932619,26.24317151
02-344,Italy,ITA,325,2016,32072,Ussita,3,Marche,Macerata,Ussita, Ussita ,0,NA,earthquake,2016-0357,42.94319527,13.16456177
02-344,Italy,ITA,325,2016,32074,Visso,3,Marche,Macerata,Visso,Visso,0,NA,earthquake,2016-0357,42.93666077,13.05289036
02-345,Italy,ITA,325,2016,32078,Norcia,3,Umbria,Perugia,Norcia,Norcia ,0,NA,earthquake,2016-0358,42.78750686,13.12321239
02-347,Italy,ITA,325,2016,32082,Posta,3,Lazio,Rieti,Posta, Posta ,0,NA,earthquake,2016-0313,42.51807589,13.08189344
02-347,Italy,ITA,325,2016,32083,Amatrice,3,Lazio,Rieti,Amatrice,Amatrice,0,NA,earthquake,2016-0313,42.62709606,13.29368687
02-347,Italy,ITA,325,2016,32087,Accumoli,3,Lazio,Rieti,Accumoli, Accumoli,0,NA,earthquake,2016-0313,42.69616689,13.24490763
02-348,Italy,ITA,325,2017,32088,Castel Castagna,3,Abruzzo,Teramo,Castel Castagna, Csatel Castagna,0,NA,earthquake,2017-0015,42.54235193,13.73225423
02-348,Italy,ITA,325,2017,32090,Capitignano,3,Abruzzo,L'Aquila,Capitignano, Capitignano,0,NA,earthquake,2017-0015,42.52398289,13.30606871
02-348,Italy,ITA,325,2017,32092,Castiglione Messer Raimondo,3,Abruzzo,Teramo,Castiglione Messer Raimondo, Csatigkione Messer Raimondo,0,NA,earthquake,2017-0015,42.52090251,13.86980652
02-348,Italy,ITA,325,2017,32093,Campotosto,3,Abruzzo,L'Aquila,Campotosto, Campotosto,0,NA,earthquake,2017-0015,42.54988779,13.3621181
02-348,Italy,ITA,325,2017,32095,Montereale,3,Abruzzo,L'Aquila,Montereale, Montereale,0,NA,earthquake,2017-0015,42.53114368,13.22873643
02-348,Italy,ITA,325,2017,32096,Avezzano,3,Abruzzo,L'Aquila,Avezzano,Avezzano,0,NA,earthquake,2017-0015,42.03811279,13.44709654
02-350,Italy,ITA,325,2017,32117,Lacco Ameno,3,Campania,Napoli,Lacco Ameno, Lacco Ameno ,0,NA,earthquake,2017-0349,40.74874771,13.88770322
02-350,Italy,ITA,325,2017,32119,Casamicciola Terme,3,Campania,Napoli,Casamicciola Terme,Casamicciola Terme,0,NA,earthquake,2017-0349,40.74145528,13.90991974
02-350,Italy,ITA,325,2017,32120,Ischia,3,Campania,Napoli,Ischia,Ischia Isl.,0,NA,earthquake,2017-0349,40.72790604,13.94778294
02-509,Peru,PER,135,2016,33118,Paratia,3,Puno,Lampa,Paratia, Paratia cities ,0,NA,earthquake,2016-0464,-15.46764008,-70.70530799
02-511,Peru,PER,135,2016,33128,Chivay,3,Arequipa,Caylloma,Chivay, Chivay,0,NA,earthquake,2016-0298,-15.63995475,-71.55038552
02-511,Peru,PER,135,2016,33129,Callalli,3,Arequipa,Caylloma,Callalli, Callalli ,0,NA,earthquake,2016-0298,-15.52105296,-71.24854634
02-511,Peru,PER,135,2016,33130,Maca,3,Arequipa,Caylloma,Maca, Maca,0,NA,earthquake,2016-0298,-15.73153639,-71.79786952
02-511,Peru,PER,135,2016,33133,Madrigal,3,Arequipa,Caylloma,Madrigal, Madrigal,0,NA,earthquake,2016-0298,-15.54130939,-71.85737724
02-511,Peru,PER,135,2016,33134,Ichupampa,3,Arequipa,Caylloma,Ichupampa, Ichupampa,0,NA,earthquake,2016-0298,-15.58655946,-71.70559105
02-511,Peru,PER,135,2016,33135,Yanque,3,Arequipa,Caylloma,Yanque,Yanque,0,NA,earthquake,2016-0298,-15.78997716,-71.4558548
02-511,Peru,PER,135,2016,33136,Tuti,3,Arequipa,Caylloma,Tuti, Tuti,0,NA,earthquake,2016-0298,-15.48290493,-71.59824005
02-511,Peru,PER,135,2016,33137,Achoma,3,Arequipa,Caylloma,Achoma, Achoma,0,NA,earthquake,2016-0298,-15.82193509,-71.69636438
02-511,Peru,PER,135,2016,33138,Tapay,3,Arequipa,Caylloma,Tapay, Tapay,0,NA,earthquake,2016-0298,-15.4265268,-71.93596811
02-511,Peru,PER,135,2016,33140,Lari,3,Arequipa,Caylloma,Lari, Lari,0,NA,earthquake,2016-0298,-15.4842315,-71.76173268
02-515,Peru,PER,135,2018,33199,Acari,3,Arequipa,Caraveli,Acari, Acari,0,NA,earthquake,2018-0011,-15.39074021,-74.52731964
02-515,Peru,PER,135,2018,33204,Lomas,3,Arequipa,Caraveli,Lomas, Lomas districts ,0,NA,earthquake,2018-0011,-15.38772532,-74.93593575
02-515,Peru,PER,135,2018,33205,Jaqui,3,Arequipa,Caraveli,Jaqui, Jaqui,0,NA,earthquake,2018-0011,-15.44893175,-74.39843946
02-515,Peru,PER,135,2018,33208,Quicacha,3,Arequipa,Caraveli,Quicacha, Quicaca,0,NA,earthquake,2018-0011,-15.56684425,-73.73093054
02-515,Peru,PER,135,2018,33209,Pullo,3,Ayacucho,Parinacochas,Pullo, Pullo district,0,NA,earthquake,2018-0011,-15.33291986,-73.98503554
02-515,Peru,PER,135,2018,33212,Yauca,3,Arequipa,Caraveli,Yauca,Yauca,0,NA,earthquake,2018-0011,-15.63343796,-74.42952302
02-535,Philippines,PHI,840,2017,33416,Marikaban,3,Batangas,Tingloy,Marikaban, Maricaban Island,0,NA,earthquake,2017-0140,13.67524982,120.8398612
06-208,Pakistan,PAK,770,2015,44290,Sahiwal,3,Punjab,Multan,Sahiwal, Sahiwal District,0,NA,earthquake,2015-0476,30.53700777,72.87305509
06-208,Pakistan,PAK,770,2015,44292,Sheikhupura,3,Punjab,Lahore,Sheikhupura, Sheikhupura District districts ,0,NA,earthquake,2015-0476,31.72907272,74.11042418
06-208,Pakistan,PAK,770,2015,44293,Chakwal,3,Punjab,Rawalpindi,Chakwal, Chakwal District,0,NA,earthquake,2015-0476,32.89370072,72.50615437
06-208,Pakistan,PAK,770,2015,44296,Mianwali,3,Punjab,Sargodha,Mianwali, Mianwali District,0,NA,earthquake,2015-0476,32.66277937,71.52477794
06-208,Pakistan,PAK,770,2015,44297,Kasur,3,Punjab,Lahore,Kasur, Kasur District,0,NA,earthquake,2015-0476,31.04550984,74.13487318
06-208,Pakistan,PAK,770,2015,44299,Jhelum,3,Punjab,Rawalpindi,Jhelum, Jhelum District,0,NA,earthquake,2015-0476,32.83385847,73.27392996
Jun-51,China,CHN,710,2015,44780,Cangyuan Va,3,Yunnan,Lincang,Cangyuan Va, Cangyuan Wa Zizhixian,0,NA,earthquake,2015-0125,23.27474593,99.26544012
Jun-51,China,CHN,710,2015,44782,Zhenkang,3,Yunnan,Lincang,Zhenkang,Zhenkang Xian,0,NA,earthquake,2015-0125,23.89960057,98.99999827
Jun-51,China,CHN,710,2015,44783,Gengma Dai And Va,3,Yunnan,Lincang,Gengma Dai And Va, Gengma Dai-Wa Zizhixian areas ,0,NA,earthquake,2015-0125,23.63991373,99.42766036
29,Afghanistan,AFG,700,2002,5,Aybak,2,Samangan,Aybak,NA,Aybak,0,NA,earthquake,2002-0122,36.22091387,67.9570551
29,Afghanistan,AFG,700,2002,52,Baharak,2,Badakhshan,Baharak,NA,Baharak,0,NA,earthquake,2002-0122,37.02137426,71.10224525
29,Afghanistan,AFG,700,2002,147,Jurm,2,Badakhshan,Jurm,NA,Jurm,0,NA,earthquake,2002-0122,36.57862661,70.82630854
29,Afghanistan,AFG,700,2002,191,Khuram Wa Sarbagh,2,Samangan,Khuram Wa Sarbagh,NA,Khuram Sarbagh - Samagan,0,NA,earthquake,2002-0122,35.97824758,68.11135823
72,Afghanistan,AFG,700,2009,129,Hisarak,2,Nangarhar,Hisarak,NA,Hisarak,0,NA,earthquake,2009-0156,34.28980431,69.76975754
72,Afghanistan,AFG,700,2009,180,Khogyani,2,Nangarhar,Khogyani,NA,Khogyani,0,NA,earthquake,2009-0156,34.17827224,70.15070723
72,Afghanistan,AFG,700,2009,308,Sherzad,2,Nangarhar,Sherzad,NA,Sherzad,0,NA,earthquake,2009-0156,34.22393468,69.99567393
84,Afghanistan,AFG,700,2012,70,Burka,2,Baghlan,Burka,NA,Burka,0,NA,earthquake,2012-0164,36.23241324,69.15532575
84,Afghanistan,AFG,700,2012,189,Khost Wa Firing,2,Baghlan,Khost Wa Firing,NA,Khost Wa Fereng,0,NA,earthquake,2012-0164,35.97871087,69.6509755
84,Afghanistan,AFG,700,2012,239,Nahrin,2,Baghlan,Nahrin,NA,Nahrin,0,NA,earthquake,2012-0164,35.9875658,69.12915394
87,Afghanistan,AFG,700,2013,2,Achin,2,Nangarhar,Achin,NA,Achin,0,NA,earthquake,2013-0151,34.05868312,70.67055551
87,Afghanistan,AFG,700,2013,67,Bati Kot,2,Nangarhar,Bati Kot,NA,Batikot,0,NA,earthquake,2013-0151,34.29883716,70.76090874
87,Afghanistan,AFG,700,2013,76,Chaparhar,2,Nangarhar,Chaparhar,NA,Chaparhar,0,NA,earthquake,2013-0151,34.30438372,70.37040281
87,Afghanistan,AFG,700,2013,78,Chawkay,2,Kunar,Chawkay,NA,Chawkay,0,NA,earthquake,2013-0151,34.73547437,70.87290057
87,Afghanistan,AFG,700,2013,82,Dih Bala,2,Nangarhar,Dih Bala,NA,Spinghar,0,NA,earthquake,2013-0151,34.06585479,70.42450679
87,Afghanistan,AFG,700,2013,115,Goshta,2,Nangarhar,Goshta,NA,Goshta,0,NA,earthquake,2013-0151,34.46552182,70.86926587
87,Afghanistan,AFG,700,2013,130,Hisarak,2,Nangarhar,Hisarak,NA,Hesarak,0,NA,earthquake,2013-0151,34.28980431,69.76975754
87,Afghanistan,AFG,700,2013,162,Kama,2,Nangarhar,Kama,NA,Kama,0,NA,earthquake,2013-0151,34.45522007,70.6681308
87,Afghanistan,AFG,700,2013,179,Khas Kunar,2,Kunar,Khas Kunar,NA,Khaskunar,0,NA,earthquake,2013-0151,34.61715565,70.98027162
87,Afghanistan,AFG,700,2013,181,Khogyani,2,Nangarhar,Khogyani,NA,Khogyani,0,NA,earthquake,2013-0151,34.17827224,70.15070723
87,Afghanistan,AFG,700,2013,234,Muhmand Dara,2,Nangarhar,Muhmand Dara,NA,Muhmand Dara,0,NA,earthquake,2013-0151,34.20620789,71.00936187
87,Afghanistan,AFG,700,2013,259,Nurgal,2,Kunar,Nurgal,NA,Nurgal,0,NA,earthquake,2013-0151,34.67757856,70.74119164
87,Afghanistan,AFG,700,2013,309,Sherzad,2,Nangarhar,Sherzad,NA,Sherzad,0,NA,earthquake,2013-0151,34.22393468,69.99567393
87,Afghanistan,AFG,700,2013,311,Shinwar,2,Nangarhar,Shinwar,NA,Shinwar,0,NA,earthquake,2013-0151,34.1929266,70.82908904
87,Afghanistan,AFG,700,2013,315,Surkh Rod,2,Nangarhar,Surkh Rod,NA,Bahsud,0,NA,earthquake,2013-0151,34.40034344,70.25844087
145,Algeria,DZA,615,2003,477,Bordj Menaiel,2,Boumerdes,Bordj Menaiel,NA,Bordj Menaiel,0,NA,earthquake,2003-0245,36.75082115,3.750874429
145,Algeria,DZA,615,2003,504,Dellys,2,Boumerdes,Dellys,NA,Dellys,0,NA,earthquake,2003-0245,36.88210096,3.917202394
145,Algeria,DZA,615,2003,528,Isser,2,Boumerdes,Isser,NA,Isser,0,NA,earthquake,2003-0245,36.69467099,3.692444967
145,Algeria,DZA,615,2003,530,Khemis El Khechna,2,Boumerdes,Khemis El Khechna,NA,Khemis El Khechna,0,NA,earthquake,2003-0245,36.63911198,3.315665678
145,Algeria,DZA,615,2003,579,Reghaia,2,Alger,Reghaia,NA,Reghaia,0,NA,earthquake,2003-0245,36.74703458,3.350749684
145,Algeria,DZA,615,2003,585,Rouiba,2,Alger,Rouiba,NA,Rouiba,0,NA,earthquake,2003-0245,36.73650534,3.280857173
145,Algeria,DZA,615,2003,617,Thenia,2,Boumerdes,Thenia,NA,Thenia,0,NA,earthquake,2003-0245,36.7323074,3.551351678
145,Algeria,DZA,615,2003,650,Zemmouri,2,Boumerdes,Zemmouri,NA,Zemmouri,0,NA,earthquake,2003-0245,36.78554568,3.603563449
238,Argentina,ARG,160,2002,822,Castro Barros,2,La Rioja,Castro Barros,NA,Castro Barros,0,NA,earthquake,2002-0368,-28.85892048,-66.91881067
409,Azerbaijan,AZE,373,2000,1445,Baki,2,Absheron,Baki,NA,Baku,0,NA,earthquake,2000-0769,40.31025474,49.76628973
409,Azerbaijan,AZE,373,2000,1489,Sumqayit,2,Absheron,Sumqayit,NA,Sumgait,0,NA,earthquake,2000-0769,40.59345448,49.59775568
413,Azerbaijan,AZE,373,2012,1448,Balaken,2,Shaki-Zaqatala,Balaken,NA,Balakan,0,NA,earthquake,2012-0191,41.72728695,46.44658657
414,Azerbaijan,AZE,373,2012,1498,Zaqatala,2,Shaki-Zaqatala,Zaqatala,NA,Zagatala,0,NA,earthquake,2012-0545,41.58963493,46.68855289
1120,Chile,CHL,155,2007,3732,Mejillones,3,Antofagasta,Antofagasta,Mejillones,Mejillones,0,NA,earthquake,2007-0587,-22.96868317,-70.21421637
1126,Chile,CHL,155,2014,3670,Arica,2,Arica Y Parinacota,Arica,NA,Arica,0,NA,earthquake,2014-0094,-18.63728435,-69.88836328
1731,Colombia,COL,100,2004,4961,Bajo Baudo,2,Choco,Bajo Baudo,NA,Bajo Baudo,0,NA,earthquake,2004-0575,5.035143802,-77.17653717
1731,Colombia,COL,100,2004,4995,Bugalagrande,2,Valle Del Cauca,Bugalagrande,NA,Bugalagrande,0,NA,earthquake,2004-0575,4.19670905,-76.1282202
1731,Colombia,COL,100,2004,5004,Calima,2,Valle Del Cauca,Calima,NA,Calima,0,NA,earthquake,2004-0575,3.954815038,-76.63862856
1731,Colombia,COL,100,2004,5082,El Cerrito,2,Valle Del Cauca,El Cerrito,NA,El Cerrito,0,NA,earthquake,2004-0575,3.678644945,-76.21938952
1731,Colombia,COL,100,2004,5311,Vijes,2,Valle Del Cauca,Vijes,NA,Vijes,0,NA,earthquake,2004-0575,3.732470223,-76.49425911
1731,Colombia,COL,100,2004,5316,Zarzal,2,Valle Del Cauca,Zarzal,NA,Zarzal,0,NA,earthquake,2004-0575,4.35860083,-76.09545013
1740,Colombia,COL,100,2007,5083,El Charco,2,Narino,El Charco,NA,El Charco,0,NA,earthquake,2007-0433,2.252721574,-77.86813493
1740,Colombia,COL,100,2007,5147,Mosquera,2,Narino,Mosquera,NA,Mosquera,0,NA,earthquake,2007-0433,4.658471499,-74.25222098
1807,Costa Rica,CRI,94,2004,5342,Aguirre,2,Puntarenas,Aguirre,NA,Aguirre,0,NA,earthquake,2004-0599,9.425893342,-84.05627554
1807,Costa Rica,CRI,94,2004,5461,Parrita,2,Puntarenas,Parrita,NA,Parrita,0,NA,earthquake,2004-0599,9.566205312,-84.33205945
1823,Costa Rica,CRI,94,2012,5339,Abangares,2,Guanacaste,Abangares,NA,Abangares,0,NA,earthquake,2012-0343,10.26087092,-84.99883301
1823,Costa Rica,CRI,94,2012,5341,Acosta,2,San Jose,Acosta,NA,Acosta,0,NA,earthquake,2012-0343,9.747195017,-84.23006574
1823,Costa Rica,CRI,94,2012,5345,Aguirre,2,Puntarenas,Aguirre,NA,Aguirre,0,NA,earthquake,2012-0343,9.425893342,-84.05627554
1823,Costa Rica,CRI,94,2012,5360,Atenas,2,Alajuela,Atenas,NA,Atenas,0,NA,earthquake,2012-0343,9.982544307,-84.40252023
1823,Costa Rica,CRI,94,2012,5367,Barva,2,Heredia,Barva,NA,Barva,0,NA,earthquake,2012-0343,10.08685425,-84.11695516
1823,Costa Rica,CRI,94,2012,5388,Garabito,2,Puntarenas,Garabito,NA,Garabito,0,NA,earthquake,2012-0343,9.71322063,-84.61365461
1823,Costa Rica,CRI,94,2012,5390,Grecia,2,Alajuela,Grecia,NA,Grecia,0,NA,earthquake,2012-0343,10.31178854,-84.23703496
1823,Costa Rica,CRI,94,2012,5421,Liberia,2,Guanacaste,Liberia,NA,Liberia,0,NA,earthquake,2012-0343,10.71554369,-85.49314025
1823,Costa Rica,CRI,94,2012,5454,Nandayure,2,Guanacaste,Nandayure,NA,Nandayure,0,NA,earthquake,2012-0343,9.923069149,-85.28588398
1823,Costa Rica,CRI,94,2012,5455,Naranjo,2,Alajuela,Naranjo,NA,Naranjo,0,NA,earthquake,2012-0343,10.12249695,-84.38456787
1823,Costa Rica,CRI,94,2012,5458,Nicoya,2,Guanacaste,Nicoya,NA,Nicoya,0,NA,earthquake,2012-0343,10.11804818,-85.46032738
1823,Costa Rica,CRI,94,2012,5484,Puriscal,2,San Jose,Puriscal,NA,Puriscal,0,NA,earthquake,2012-0343,9.749760555,-84.3872901
1823,Costa Rica,CRI,94,2012,5487,San Carlos,2,Alajuela,San Carlos,NA,San Carlos,0,NA,earthquake,2012-0343,10.59267932,-84.433624
1823,Costa Rica,CRI,94,2012,5520,Sarapiqui,2,Heredia,Sarapiqui,NA,Sarapiqui,0,NA,earthquake,2012-0343,10.49990284,-83.99598748
1823,Costa Rica,CRI,94,2012,5543,Upala,2,Alajuela,Upala,NA,Upala,0,NA,earthquake,2012-0343,10.88794978,-85.14737575
